investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV002731,2024-01-24,148567,Redemption,277784,Rajasthan,Udaipur,B30,26-35,Male,6.9,Net Banking,Verified
INV001093,2024-01-24,118635,Redemption,524834,West Bengal,Kolkata,T30,46-55,Female,65.2,Cheque,Verified
INV001385,2024-01-24,119552,Lumpsum,151188,Tamil Nadu,Chennai,T30,26-35,Male,13.7,UPI,Verified
INV003936,2024-01-24,100033,SIP,2642,Punjab,Chandigarh,T30,36-45,Male,19.8,Mandate,Verified
INV002133,2024-01-24,102886,Lumpsum,259738,Rajasthan,Udaipur,B30,26-35,Male,23.0,Net Banking,Verified
INV001274,2024-01-24,148569,Lumpsum,308652,Maharashtra,Mumbai,T30,36-45,Female,55.7,Mandate,Verified
INV004985,2024-01-24,119599,SIP,48967,Madhya Pradesh,Indore,T30,56+,Female,79.4,Net Banking,Verified
INV001753,2024-01-24,100025,Lumpsum,479438,Rajasthan,Jaipur,T30,26-35,Male,10.0,Mandate,Verified
INV003125,2024-01-24,125498,Lumpsum,406866,Punjab,Chandigarh,T30,36-45,Female,30.8,Mandate,Pending
INV004278,2024-01-24,119551,SIP,418,Punjab,Chandigarh,T30,26-35,Male,21.8,Net Banking,Verified
INV002789,2024-01-24,120505,Redemption,35333,Madhya Pradesh,Bhopal,B30,26-35,Female,7.8,Cheque,Verified
INV001143,2024-01-24,119093,SIP,42172,Delhi,Noida,T30,26-35,Male,10.7,Net Banking,Verified
INV000372,2024-01-24,118636,Redemption,353398,Gujarat,Surat,T30,36-45,Male,12.4,Cheque,Verified
INV002111,2024-01-24,119093,SIP,2934,Telangana,Hyderabad,T30,36-45,Female,29.2,Net Banking,Pending
INV003458,2024-01-24,120843,Redemption,211296,Gujarat,Surat,T30,36-45,Male,21.3,Cheque,Verified
INV004132,2024-01-24,118636,SIP,23099,Rajasthan,Jaipur,T30,18-25,Male,6.3,UPI,Verified
INV002953,2024-01-24,102887,SIP,59709,Tamil Nadu,Coimbatore,B30,46-55,Male,62.4,UPI,Verified
INV004019,2024-01-24,119094,Lumpsum,500387,Tamil Nadu,Chennai,T30,26-35,Male,20.9,Cheque,Verified
INV000135,2024-01-24,119093,SIP,11447,Punjab,Amritsar,B30,18-25,Male,5.7,Mandate,Verified
INV004631,2024-01-24,119092,Redemption,189601,Tamil Nadu,Chennai,T30,36-45,Female,20.2,Cheque,Verified
INV000811,2024-01-24,119120,Lumpsum,230031,Haryana,Faridabad,B30,36-45,Female,34.5,UPI,Verified
INV000445,2024-01-24,120842,SIP,7868,Madhya Pradesh,Bhopal,B30,26-35,Female,24.7,Cheque,Pending
INV000396,2024-01-24,102887,SIP,28013,Rajasthan,Jaipur,T30,46-55,Male,38.5,Cheque,Verified
INV002736,2024-01-24,119552,SIP,471,Karnataka,Mysore,B30,18-25,Female,6.2,Mandate,Verified
INV000622,2024-01-24,101208,SIP,2855,Haryana,Faridabad,B30,26-35,Male,18.0,Mandate,Verified
INV004866,2024-01-24,125498,SIP,850,Madhya Pradesh,Bhopal,B30,36-45,Male,14.6,Net Banking,Verified
INV004785,2024-01-24,101207,Lumpsum,506870,Punjab,Amritsar,B30,26-35,Female,14.5,Net Banking,Verified
INV001060,2024-01-24,149323,SIP,56309,Telangana,Hyderabad,T30,36-45,Male,29.0,Cheque,Verified
INV002449,2024-01-24,120505,SIP,3307,Punjab,Amritsar,B30,46-55,Male,78.3,Net Banking,Verified
INV003340,2024-01-24,119093,Lumpsum,217063,Madhya Pradesh,Indore,T30,26-35,Male,22.5,Mandate,Verified
INV001317,2024-01-24,119095,SIP,4466,Punjab,Chandigarh,T30,26-35,Female,8.9,UPI,Verified
INV000243,2024-01-25,119095,SIP,6247,Punjab,Chandigarh,T30,26-35,Male,21.5,Cheque,Verified
INV003179,2024-01-25,119093,SIP,490,Rajasthan,Jaipur,T30,36-45,Male,53.3,Mandate,Verified
INV003996,2024-01-25,119094,SIP,12204,Karnataka,Bangalore,T30,36-45,Female,39.8,UPI,Verified
INV004493,2024-01-25,118635,SIP,983,Tamil Nadu,Chennai,T30,36-45,Male,19.3,Mandate,Verified
INV000309,2024-01-25,120503,SIP,14779,Delhi,Gurugram,T30,26-35,Male,18.1,Net Banking,Verified
INV004288,2024-01-25,120503,SIP,8266,Punjab,Amritsar,B30,18-25,Female,6.1,Mandate,Pending
INV003604,2024-01-25,100016,Redemption,182854,Punjab,Chandigarh,T30,18-25,Female,7.4,Cheque,Verified
INV004173,2024-01-25,119552,Redemption,389767,West Bengal,Kolkata,T30,26-35,Male,16.9,Cheque,Verified
INV002422,2024-01-25,101206,SIP,1797,Tamil Nadu,Chennai,T30,36-45,Male,20.5,Net Banking,Verified
INV003301,2024-01-25,120503,SIP,12668,Rajasthan,Udaipur,B30,26-35,Male,14.2,Net Banking,Verified
INV000259,2024-01-25,118633,SIP,528,Tamil Nadu,Coimbatore,B30,36-45,Male,17.2,UPI,Verified
INV003409,2024-01-25,148568,Redemption,145696,Karnataka,Mysore,B30,46-55,Male,44.2,UPI,Verified
INV004721,2024-01-25,120503,Redemption,78719,Delhi,New Delhi,T30,26-35,Female,18.9,Net Banking,Verified
INV003684,2024-01-25,149324,SIP,3465,Karnataka,Bangalore,T30,36-45,Male,42.9,Mandate,Verified
INV000786,2024-01-25,101208,SIP,10619,Madhya Pradesh,Bhopal,B30,26-35,Male,17.9,Net Banking,Verified
INV004066,2024-01-25,100025,SIP,1074,Gujarat,Surat,T30,46-55,Male,30.8,Cheque,Verified
INV003386,2024-01-25,148569,SIP,2698,Haryana,Faridabad,B30,26-35,Male,16.8,Cheque,Verified
INV002040,2024-01-25,118635,Redemption,109784,Karnataka,Mysore,B30,36-45,Female,49.1,Net Banking,Verified
INV004962,2024-01-25,125498,Lumpsum,398497,Uttar Pradesh,Agra,B30,18-25,Male,6.7,UPI,Verified
INV003815,2024-01-25,100033,Lumpsum,38967,Gujarat,Surat,T30,36-45,Male,38.7,Mandate,Verified
INV002828,2024-01-25,148567,Redemption,21180,West Bengal,Kolkata,T30,26-35,Male,21.8,Mandate,Verified
INV000311,2024-01-25,148569,SIP,27492,Punjab,Amritsar,B30,36-45,Male,29.2,UPI,Verified
INV000706,2024-01-25,120841,Lumpsum,441011,Telangana,Hyderabad,T30,26-35,Female,7.3,Net Banking,Verified
INV001823,2024-01-25,120841,SIP,2360,Tamil Nadu,Coimbatore,B30,26-35,Male,17.1,Cheque,Verified
INV000747,2024-01-25,120844,SIP,10963,West Bengal,Kolkata,T30,36-45,Female,40.3,Mandate,Verified
INV002260,2024-01-25,119552,SIP,5492,Telangana,Hyderabad,T30,26-35,Female,10.1,UPI,Verified
INV000429,2024-01-25,148567,SIP,1121,Gujarat,Surat,T30,36-45,Female,41.7,Net Banking,Verified
INV004798,2024-01-25,101207,SIP,5963,Madhya Pradesh,Bhopal,B30,26-35,Male,8.4,Cheque,Verified
INV004754,2024-01-25,120844,SIP,503,Telangana,Hyderabad,T30,36-45,Female,51.5,Net Banking,Verified
INV002483,2024-01-25,125497,SIP,2696,Delhi,New Delhi,T30,46-55,Female,60.8,Cheque,Verified
INV003242,2024-01-25,149322,Lumpsum,470915,Punjab,Chandigarh,T30,26-35,Female,18.1,Cheque,Verified
INV004738,2024-01-25,120506,SIP,475,Uttar Pradesh,Kanpur,B30,56+,Female,52.6,Net Banking,Verified
INV002239,2024-01-25,118633,SIP,7055,Gujarat,Surat,T30,26-35,Male,8.9,Cheque,Verified
INV003223,2024-01-25,101207,SIP,2294,Tamil Nadu,Coimbatore,B30,26-35,Male,15.4,Cheque,Verified
INV003559,2024-01-25,148569,SIP,43917,Uttar Pradesh,Kanpur,B30,26-35,Female,9.4,Net Banking,Verified
INV000476,2024-01-25,102887,SIP,41038,Gujarat,Surat,T30,46-55,Female,21.2,Net Banking,Verified
INV000252,2024-01-25,120505,SIP,17425,Gujarat,Surat,T30,46-55,Female,24.4,Cheque,Verified
INV003083,2024-01-25,119095,SIP,7405,Madhya Pradesh,Bhopal,B30,56+,Female,41.3,UPI,Pending
INV000915,2024-01-25,118636,SIP,2225,West Bengal,Kolkata,T30,36-45,Male,55.9,Net Banking,Verified
INV002806,2024-01-25,120843,SIP,3046,Rajasthan,Jaipur,T30,46-55,Male,24.2,Mandate,Verified
INV001723,2024-01-25,119093,SIP,17184,Tamil Nadu,Chennai,T30,26-35,Male,14.2,UPI,Verified
INV000394,2024-01-25,120504,SIP,2911,Maharashtra,Mumbai,T30,26-35,Male,12.2,UPI,Verified
INV000651,2024-01-25,102886,SIP,1082,Delhi,New Delhi,T30,18-25,Male,6.0,UPI,Verified
INV000770,2024-01-25,149323,Lumpsum,324102,Maharashtra,Mumbai,T30,36-45,Male,43.0,UPI,Verified
INV004845,2024-01-25,101208,SIP,53628,West Bengal,Kolkata,T30,18-25,Male,7.5,Net Banking,Verified
INV000335,2024-01-25,119092,SIP,1734,Maharashtra,Mumbai,T30,26-35,Male,11.6,Cheque,Verified
INV000265,2024-01-25,100033,SIP,1705,Madhya Pradesh,Bhopal,B30,36-45,Male,14.1,Cheque,Verified
INV004174,2024-01-25,149322,Lumpsum,132383,Rajasthan,Udaipur,B30,18-25,Male,4.7,Net Banking,Verified
INV002711,2024-01-26,120507,SIP,3069,Haryana,Gurugram,T30,26-35,Male,12.4,Net Banking,Verified
INV001555,2024-01-26,148569,SIP,13965,Punjab,Amritsar,B30,26-35,Male,14.2,Mandate,Verified
INV000395,2024-01-26,120507,Redemption,154602,Delhi,Noida,T30,18-25,Male,3.4,UPI,Verified
INV001744,2024-01-26,120505,Lumpsum,156561,Karnataka,Mysore,B30,26-35,Male,15.9,Cheque,Verified
INV000487,2024-01-26,119095,SIP,53335,Telangana,Hyderabad,T30,36-45,Male,41.7,UPI,Verified
INV002372,2024-01-26,118635,SIP,8529,Maharashtra,Pune,T30,36-45,Female,28.6,Net Banking,Verified
INV003686,2024-01-26,101208,SIP,2321,Gujarat,Surat,T30,18-25,Male,3.8,Cheque,Verified
INV004197,2024-01-26,148567,Lumpsum,374235,Maharashtra,Pune,T30,46-55,Male,62.9,Mandate,Verified
INV001871,2024-01-26,120842,SIP,4432,Delhi,Gurugram,T30,56+,Male,13.9,Net Banking,Verified
INV002154,2024-01-26,120841,SIP,2365,Uttar Pradesh,Lucknow,T30,36-45,Male,40.5,Cheque,Verified
INV004786,2024-01-26,101208,SIP,12066,Rajasthan,Udaipur,B30,26-35,Male,10.3,UPI,Verified
INV000485,2024-01-26,118632,Lumpsum,183633,Rajasthan,Jaipur,T30,26-35,Male,19.5,UPI,Verified
INV004661,2024-01-26,101207,Lumpsum,331169,Maharashtra,Nashik,B30,26-35,Male,9.8,Net Banking,Verified
INV004372,2024-01-26,149323,Redemption,114582,Haryana,Faridabad,B30,26-35,Female,22.9,Cheque,Verified
INV002762,2024-01-26,120505,SIP,3247,Rajasthan,Udaipur,B30,26-35,Female,21.9,Net Banking,Verified
INV002334,2024-01-26,118633,SIP,5428,Gujarat,Surat,T30,56+,Male,40.4,Cheque,Verified
INV001049,2024-01-26,119120,Lumpsum,151452,Madhya Pradesh,Indore,T30,36-45,Female,52.5,UPI,Verified
INV001400,2024-01-26,120844,SIP,8971,Tamil Nadu,Coimbatore,B30,36-45,Male,36.5,Net Banking,Verified
INV001489,2024-01-26,101207,SIP,52816,Delhi,Gurugram,T30,36-45,Female,16.5,Mandate,Verified
INV001351,2024-01-26,120841,SIP,13117,Uttar Pradesh,Kanpur,B30,26-35,Male,8.5,Mandate,Verified
INV001478,2024-01-26,101208,SIP,10509,Maharashtra,Mumbai,T30,36-45,Male,24.2,Net Banking,Verified
INV003835,2024-01-26,119092,SIP,40135,Delhi,Noida,T30,36-45,Female,58.3,Net Banking,Verified
INV000539,2024-01-26,120506,SIP,4536,Haryana,Faridabad,B30,26-35,Female,13.4,Net Banking,Verified
INV004066,2024-01-26,119092,SIP,1083,Gujarat,Surat,T30,46-55,Male,30.8,UPI,Verified
INV000950,2024-01-26,119552,Redemption,289825,Punjab,Amritsar,B30,36-45,Male,33.1,Mandate,Verified
INV001578,2024-01-26,120841,Lumpsum,138366,Punjab,Amritsar,B30,26-35,Female,19.6,Mandate,Verified
INV002452,2024-01-26,119092,Lumpsum,248376,Uttar Pradesh,Kanpur,B30,18-25,Male,5.1,Mandate,Verified
INV002734,2024-01-26,120841,SIP,6614,Haryana,Faridabad,B30,26-35,Female,15.8,Net Banking,Verified
INV003045,2024-01-26,119120,Redemption,305711,Telangana,Hyderabad,T30,26-35,Male,12.2,UPI,Verified
INV002648,2024-01-26,120843,Lumpsum,280561,Punjab,Chandigarh,T30,36-45,Male,57.1,Net Banking,Pending
INV003836,2024-01-26,120843,SIP,9750,Karnataka,Bangalore,T30,36-45,Male,12.4,UPI,Verified
INV004546,2024-01-26,119093,SIP,4878,Karnataka,Mysore,B30,36-45,Male,28.4,Net Banking,Verified
INV000497,2024-01-26,119092,Redemption,240155,Madhya Pradesh,Bhopal,B30,36-45,Male,45.7,Mandate,Verified
INV003173,2024-01-26,100016,SIP,2205,Gujarat,Surat,T30,18-25,Male,7.1,Mandate,Verified
INV001096,2024-01-26,125498,Lumpsum,365619,Punjab,Chandigarh,T30,26-35,Male,24.5,UPI,Verified
INV004807,2024-01-26,119120,Redemption,136162,Maharashtra,Mumbai,T30,36-45,Male,31.4,Mandate,Pending
INV000274,2024-01-26,100025,Lumpsum,271839,Uttar Pradesh,Kanpur,B30,26-35,Male,23.7,Net Banking,Verified
INV000466,2024-01-26,120843,SIP,15854,Haryana,Faridabad,B30,18-25,Male,4.4,Net Banking,Verified
INV001609,2024-01-26,100033,Redemption,393380,Punjab,Chandigarh,T30,26-35,Female,14.0,Cheque,Verified
INV001317,2024-01-26,148569,SIP,2051,Punjab,Chandigarh,T30,26-35,Female,8.9,Mandate,Verified
INV001496,2024-01-26,149324,SIP,2330,West Bengal,Kolkata,T30,18-25,Male,4.5,Mandate,Verified
INV002751,2024-01-26,102887,Redemption,67591,Delhi,New Delhi,T30,36-45,Male,45.4,Cheque,Verified
INV004117,2024-01-26,149323,Redemption,350927,Uttar Pradesh,Kanpur,B30,18-25,Male,6.2,UPI,Verified
INV001070,2024-01-26,102886,SIP,1175,Tamil Nadu,Coimbatore,B30,26-35,Male,11.9,Mandate,Verified
INV004756,2024-01-26,119092,SIP,2836,Gujarat,Surat,T30,46-55,Male,41.1,UPI,Verified
INV001397,2024-01-26,101206,SIP,9190,Delhi,New Delhi,T30,26-35,Male,20.8,Cheque,Verified
INV002972,2024-01-26,149323,SIP,3104,Delhi,New Delhi,T30,26-35,Male,17.4,Cheque,Verified
INV004722,2024-01-26,118632,Lumpsum,217764,Haryana,Faridabad,B30,36-45,Female,29.7,Cheque,Verified
INV003123,2024-01-26,100016,SIP,1826,Haryana,Faridabad,B30,36-45,Male,36.2,UPI,Verified
INV001191,2024-01-26,148567,SIP,1047,Telangana,Hyderabad,T30,56+,Male,37.5,UPI,Pending
INV003235,2024-01-26,100025,SIP,2777,Haryana,Faridabad,B30,56+,Male,19.0,Cheque,Verified
INV002855,2024-01-26,118632,SIP,2356,Uttar Pradesh,Kanpur,B30,26-35,Female,9.9,UPI,Verified
INV002241,2024-01-26,118632,Lumpsum,76912,Punjab,Amritsar,B30,36-45,Female,41.4,Net Banking,Verified
INV002632,2024-01-26,125498,SIP,944,Tamil Nadu,Chennai,T30,26-35,Female,14.1,Mandate,Verified
INV004108,2024-01-26,101207,SIP,24654,Madhya Pradesh,Indore,T30,36-45,Female,22.5,Mandate,Verified
INV003454,2024-01-26,149322,SIP,2240,Telangana,Hyderabad,T30,26-35,Male,18.3,Cheque,Verified
INV003754,2024-01-27,118634,Lumpsum,549608,Delhi,New Delhi,T30,36-45,Female,23.2,Mandate,Verified
INV004887,2024-01-27,119120,Lumpsum,103332,Gujarat,Surat,T30,56+,Female,79.4,Net Banking,Verified
INV000718,2024-01-27,149324,SIP,433,Delhi,Gurugram,T30,26-35,Male,10.8,Mandate,Verified
INV002945,2024-01-27,120843,SIP,1154,Maharashtra,Nashik,B30,26-35,Male,15.6,UPI,Verified
INV000588,2024-01-27,119092,Lumpsum,97039,Gujarat,Surat,T30,36-45,Female,28.6,Net Banking,Verified
INV004191,2024-01-27,100016,SIP,5101,Maharashtra,Nashik,B30,26-35,Female,19.5,Mandate,Verified
INV000081,2024-01-27,125497,SIP,10193,Gujarat,Surat,T30,36-45,Male,31.0,Cheque,Verified
INV001141,2024-01-27,120503,SIP,426,West Bengal,Kolkata,T30,18-25,Female,3.0,Net Banking,Verified
INV002600,2024-01-27,148569,SIP,27088,Madhya Pradesh,Bhopal,B30,36-45,Female,54.1,Mandate,Verified
INV002662,2024-01-27,120843,SIP,4636,Tamil Nadu,Coimbatore,B30,26-35,Male,20.5,UPI,Verified
INV001777,2024-01-27,119599,SIP,8032,West Bengal,Kolkata,T30,18-25,Female,7.6,Cheque,Verified
INV000984,2024-01-27,148568,Redemption,216213,Telangana,Hyderabad,T30,26-35,Male,20.9,Net Banking,Verified
INV002440,2024-01-27,118634,SIP,11908,Karnataka,Bangalore,T30,18-25,Female,3.0,Mandate,Verified
INV002011,2024-01-27,149324,Redemption,402086,Tamil Nadu,Chennai,T30,36-45,Male,41.1,Mandate,Verified
INV001623,2024-01-27,120506,SIP,8288,Gujarat,Surat,T30,26-35,Female,17.3,Mandate,Verified
INV001530,2024-01-27,119120,SIP,520,Telangana,Hyderabad,T30,26-35,Male,21.0,Cheque,Verified
INV000458,2024-01-27,102886,Lumpsum,143213,Rajasthan,Udaipur,B30,56+,Male,18.9,Cheque,Verified
INV003509,2024-01-27,119552,SIP,4346,Haryana,Gurugram,T30,36-45,Male,14.5,Mandate,Verified
INV003478,2024-01-27,119093,SIP,10340,Punjab,Chandigarh,T30,26-35,Male,21.2,Cheque,Verified
INV002327,2024-01-27,118633,Lumpsum,213645,Punjab,Amritsar,B30,26-35,Male,7.0,Net Banking,Verified
INV002327,2024-01-27,101207,SIP,8203,Punjab,Amritsar,B30,26-35,Male,7.0,UPI,Pending
INV002143,2024-01-27,102885,Lumpsum,345959,Uttar Pradesh,Lucknow,T30,26-35,Male,11.8,Net Banking,Verified
INV000022,2024-01-27,120841,Lumpsum,160895,Telangana,Hyderabad,T30,36-45,Male,37.4,Net Banking,Verified
INV003767,2024-01-27,119120,SIP,8329,Madhya Pradesh,Bhopal,B30,36-45,Female,13.6,UPI,Verified
INV000573,2024-01-27,100025,SIP,50371,Madhya Pradesh,Bhopal,B30,56+,Female,38.5,UPI,Pending
INV004750,2024-01-27,119095,Lumpsum,94510,Madhya Pradesh,Bhopal,B30,26-35,Female,13.9,Mandate,Verified
INV001468,2024-01-27,125498,SIP,2769,Tamil Nadu,Chennai,T30,26-35,Female,19.4,Net Banking,Verified
INV000305,2024-01-27,102886,SIP,7107,Rajasthan,Udaipur,B30,36-45,Male,21.4,Cheque,Verified
INV001318,2024-01-27,100016,SIP,2882,Telangana,Hyderabad,T30,36-45,Male,59.3,Cheque,Verified
INV003666,2024-01-27,148569,SIP,1102,Gujarat,Surat,T30,18-25,Male,4.3,Cheque,Verified
INV003545,2024-01-27,118632,SIP,1976,Gujarat,Ahmedabad,T30,26-35,Female,15.7,UPI,Verified
INV001540,2024-01-27,119094,SIP,2762,Maharashtra,Pune,T30,26-35,Female,17.3,Mandate,Verified
INV004434,2024-01-27,100033,Lumpsum,155505,Gujarat,Surat,T30,46-55,Male,17.7,Net Banking,Verified
INV004638,2024-01-27,120841,Lumpsum,124823,Delhi,New Delhi,T30,26-35,Male,6.3,UPI,Verified
INV001124,2024-01-27,120841,Redemption,528420,Madhya Pradesh,Indore,T30,36-45,Male,39.0,UPI,Verified
INV004232,2024-01-27,149323,SIP,7676,Tamil Nadu,Chennai,T30,26-35,Male,19.0,Net Banking,Verified
INV001774,2024-01-27,119094,SIP,4085,Maharashtra,Nashik,B30,56+,Male,32.0,UPI,Verified
INV003004,2024-01-27,149324,SIP,2330,Tamil Nadu,Chennai,T30,46-55,Female,34.6,Mandate,Verified
INV000691,2024-01-27,120503,SIP,2997,Tamil Nadu,Chennai,T30,18-25,Female,7.8,UPI,Verified
INV002346,2024-01-27,119092,Lumpsum,197892,Maharashtra,Mumbai,T30,36-45,Male,54.5,Cheque,Verified
INV002440,2024-01-27,120843,Lumpsum,295290,Karnataka,Bangalore,T30,18-25,Female,3.0,Mandate,Verified
INV001002,2024-01-27,119599,Lumpsum,360422,Telangana,Hyderabad,T30,36-45,Male,52.5,Cheque,Verified
INV000853,2024-01-27,119598,SIP,2245,Punjab,Chandigarh,T30,26-35,Female,8.0,Mandate,Verified
INV002201,2024-01-27,119598,SIP,1821,Haryana,Gurugram,T30,36-45,Male,34.5,Net Banking,Verified
INV001059,2024-01-27,120844,SIP,5210,Karnataka,Mysore,B30,26-35,Male,24.2,Cheque,Verified
INV004847,2024-01-27,101207,SIP,2132,Maharashtra,Pune,T30,26-35,Female,7.0,Net Banking,Verified
INV000205,2024-01-27,148567,SIP,2006,Haryana,Faridabad,B30,18-25,Male,4.4,Mandate,Verified
INV003108,2024-01-27,120841,SIP,2066,Gujarat,Ahmedabad,T30,26-35,Female,15.5,UPI,Verified
INV000451,2024-01-27,120506,Lumpsum,421478,Madhya Pradesh,Indore,T30,46-55,Male,23.4,Net Banking,Verified
INV000174,2024-01-27,125498,SIP,1901,Karnataka,Bangalore,T30,36-45,Male,58.1,Cheque,Verified
INV001188,2024-01-27,119598,SIP,9885,Delhi,New Delhi,T30,18-25,Male,7.9,UPI,Pending
INV000898,2024-01-27,120841,Redemption,318693,West Bengal,Kolkata,T30,26-35,Male,19.1,Net Banking,Verified
INV003564,2024-01-27,148567,SIP,27921,Telangana,Hyderabad,T30,18-25,Male,6.8,Cheque,Verified
INV003737,2024-01-27,148567,SIP,55110,Punjab,Chandigarh,T30,18-25,Male,4.4,Net Banking,Verified
INV004899,2024-01-27,101206,SIP,2494,Delhi,New Delhi,T30,36-45,Male,39.4,Cheque,Verified
INV002799,2024-01-27,119092,SIP,7469,Uttar Pradesh,Lucknow,T30,36-45,Male,50.5,Net Banking,Verified
INV000894,2024-01-27,118633,Lumpsum,301697,Tamil Nadu,Coimbatore,B30,36-45,Female,32.0,UPI,Verified
INV004590,2024-01-27,100025,SIP,3251,Rajasthan,Jaipur,T30,36-45,Male,22.7,UPI,Verified
INV000888,2024-01-27,120503,SIP,12268,Gujarat,Ahmedabad,T30,26-35,Male,21.9,Net Banking,Verified
INV000226,2024-01-27,119598,Lumpsum,83326,West Bengal,Kolkata,T30,36-45,Female,39.3,Net Banking,Verified
INV002861,2024-01-27,148567,SIP,899,Punjab,Amritsar,B30,56+,Female,79.7,Cheque,Verified
INV000320,2024-01-27,118632,Lumpsum,517660,Uttar Pradesh,Kanpur,B30,26-35,Male,19.7,Mandate,Verified
INV003361,2024-01-27,100033,Redemption,161575,Madhya Pradesh,Indore,T30,36-45,Male,19.9,Net Banking,Verified
INV000677,2024-01-27,118636,SIP,2045,Telangana,Hyderabad,T30,26-35,Male,16.6,Cheque,Verified
INV002504,2024-01-27,101208,Lumpsum,255998,Madhya Pradesh,Bhopal,B30,26-35,Male,22.4,Net Banking,Verified
INV002563,2024-01-27,101208,SIP,1067,Madhya Pradesh,Indore,T30,18-25,Female,6.8,UPI,Verified
INV000860,2024-01-27,119551,SIP,5159,Madhya Pradesh,Bhopal,B30,36-45,Female,51.8,UPI,Verified
INV001234,2024-01-27,120505,SIP,56380,Uttar Pradesh,Agra,B30,26-35,Male,24.4,Cheque,Verified
INV001707,2024-01-27,118636,SIP,7872,Punjab,Chandigarh,T30,26-35,Male,9.5,Mandate,Verified
INV003970,2024-01-27,120507,Redemption,524733,Telangana,Hyderabad,T30,18-25,Male,4.1,UPI,Verified
INV001223,2024-01-27,119093,SIP,55142,Punjab,Amritsar,B30,56+,Male,46.0,Mandate,Verified
INV001862,2024-01-27,149323,Lumpsum,460874,Delhi,Gurugram,T30,26-35,Male,17.5,Cheque,Verified
INV002243,2024-01-27,119095,Lumpsum,264080,Tamil Nadu,Coimbatore,B30,26-35,Male,7.8,Cheque,Verified
INV003840,2024-01-27,119095,SIP,44949,Rajasthan,Jaipur,T30,36-45,Male,54.6,UPI,Verified
INV003158,2024-01-27,102886,SIP,27483,Karnataka,Mysore,B30,26-35,Male,21.1,Cheque,Verified
INV004986,2024-01-27,118633,SIP,10865,Madhya Pradesh,Bhopal,B30,26-35,Male,12.3,Cheque,Verified
INV001992,2024-01-27,118633,SIP,2237,Telangana,Hyderabad,T30,18-25,Male,3.3,Cheque,Verified
INV004502,2024-01-27,148569,SIP,14220,Rajasthan,Udaipur,B30,36-45,Male,59.0,Mandate,Verified
INV000181,2024-01-27,120503,Redemption,93635,Uttar Pradesh,Lucknow,T30,36-45,Male,36.2,Cheque,Verified
INV002487,2024-01-27,118634,Redemption,286949,Punjab,Chandigarh,T30,26-35,Male,19.5,Net Banking,Verified
INV000887,2024-01-28,119552,SIP,534,Tamil Nadu,Coimbatore,B30,36-45,Male,53.9,Net Banking,Verified
INV004110,2024-01-28,149322,Lumpsum,149777,West Bengal,Kolkata,T30,18-25,Male,5.5,Mandate,Verified
INV004359,2024-01-28,118635,Lumpsum,275749,Delhi,New Delhi,T30,26-35,Male,9.4,UPI,Pending
INV004112,2024-01-28,118635,SIP,1898,Madhya Pradesh,Bhopal,B30,46-55,Male,30.0,Cheque,Verified
INV000507,2024-01-28,119120,Lumpsum,484663,Gujarat,Ahmedabad,T30,36-45,Male,44.1,Net Banking,Verified
INV003716,2024-01-28,149323,SIP,8786,Uttar Pradesh,Kanpur,B30,36-45,Male,37.7,Net Banking,Verified
INV000044,2024-01-28,149323,Lumpsum,171606,Karnataka,Mysore,B30,36-45,Male,34.9,Mandate,Verified
INV002758,2024-01-28,120506,Redemption,158275,Delhi,Gurugram,T30,26-35,Male,7.3,Net Banking,Verified
INV004589,2024-01-28,119551,SIP,55251,Gujarat,Ahmedabad,T30,36-45,Male,14.4,Cheque,Verified
INV002880,2024-01-28,120505,Lumpsum,105098,Madhya Pradesh,Indore,T30,26-35,Male,19.8,UPI,Verified
INV000555,2024-01-28,118634,Lumpsum,265528,Tamil Nadu,Coimbatore,B30,26-35,Female,24.6,Net Banking,Verified
INV000557,2024-01-28,120507,SIP,992,West Bengal,Kolkata,T30,26-35,Male,10.3,Net Banking,Verified
INV000193,2024-01-28,101207,SIP,7383,Delhi,Gurugram,T30,26-35,Female,11.6,Cheque,Verified
INV000409,2024-01-28,149322,SIP,562,Delhi,New Delhi,T30,26-35,Male,10.7,Mandate,Verified
INV003354,2024-01-28,149322,Lumpsum,406738,Punjab,Chandigarh,T30,46-55,Male,48.5,Mandate,Verified
INV000026,2024-01-28,100033,Redemption,287100,West Bengal,Kolkata,T30,36-45,Male,29.5,Cheque,Verified
INV003635,2024-01-28,119552,SIP,21091,West Bengal,Kolkata,T30,56+,Female,55.1,Cheque,Verified
INV004939,2024-01-28,101207,Lumpsum,153916,Punjab,Amritsar,B30,18-25,Male,4.7,Net Banking,Verified
INV003081,2024-01-28,120503,Redemption,223265,Delhi,Gurugram,T30,56+,Female,73.4,Cheque,Verified
INV003375,2024-01-28,119093,Lumpsum,309250,Telangana,Hyderabad,T30,56+,Female,62.2,Cheque,Verified
INV003493,2024-01-28,118632,Redemption,415072,Gujarat,Surat,T30,18-25,Male,4.2,Net Banking,Verified
INV003528,2024-01-28,120844,Lumpsum,380479,Madhya Pradesh,Bhopal,B30,18-25,Female,3.6,Net Banking,Verified
INV000657,2024-01-28,120842,SIP,41329,Tamil Nadu,Coimbatore,B30,26-35,Female,11.4,Net Banking,Verified
